views/60d  langs   ngram  letters  status   title
---------  -----  ------  -------  -------  ----------------------------------------
  151,521     76               16  kept     Pirates of the Caribbean: The Curse of the Black Pearl
  151,405     54                9  kept     Moonlight (2016 film)
  151,333     52               12  kept     Grave of the Fireflies
  151,277     48                9  REMOVED  Garth Brooks
  151,102     68               11  kept     The Revenant (2015 film)
  150,691     75                9  kept     Frankenstein
  150,480     79               10  REMOVED  Marion Cotillard
  150,457     57                7  kept     Tom Waits
  150,400     76                8  kept     Sex Pistols
  150,261     44                7  kept     Elden Ring
  150,224     98                7  kept     Dionysus
  150,127     66                9  kept     Joker (2019 film)
  149,867     96                7  kept     Magna Carta
  149,775     78               10  kept     Truman Capote
  149,631     85                5  kept     The Who
  149,623     69               14  kept     Black Panther (film)
  149,534    141                7  kept     Hagia Sophia
  149,294     73                7  kept     Braveheart
  149,245     34               10  REMOVED  Steel Magnolias
  148,940     54               15  kept     Eternal Sunshine of the Spotless Mind
  148,904     68                8  kept     Werner Herzog
  148,769     58                6  kept     Cast Away
  148,619     65                3  kept     R.E.M.
  148,175    120               13  kept     Great Pyramid of Giza
  147,837     56                6  kept     The Smiths
  147,816     82                8  kept     Finding Nemo
  147,674     69               10  kept     Hansel and Gretel
  147,465     78               10  kept     Usher (musician)
  147,362     56                5  REMOVED  Bob Fosse
  147,229     64               13  kept     The Dark Side of the Moon
  147,168     52               10  kept     Pretty Woman
  147,001     47                9  kept     Kill Bill: Volume 1
  146,907     56               14  kept     The Grand Budapest Hotel
  146,328     78                9  kept     Pantheon, Rome
  145,856     59                9  REMOVED  The Beatles (album)
  145,614     90                6  kept     Cronus
  145,435     61                9  kept     Little Richard
  145,312     36                8  kept     Viral video
  145,306    170                4  kept     Moses
  145,287     42                9  kept     Berserk (manga)
  145,019     84                5  kept     Kabbalah
  144,934     64               12  kept     Teenage Mutant Ninja Turtles
  144,772     68                8  kept     Polymath
  144,560     44               15  kept     Four Horsemen of the Apocalypse
  144,552     87                7  kept     Beowulf
  144,436     38               15  kept     The Phantom of the Opera (1986 musical)
  144,344     80                9  kept     Ricky Martin
  144,322    123                4  kept     Manga
  144,320     82               12  kept     The Good, the Bad and the Ugly
  144,029     44                9  kept     Dirty Dancing
  143,594     62               15  kept     Demon Slayer: Kimetsu no Yaiba
  143,487     69                9  kept     Twitch (service)
  143,337    191                6  kept     Leo Tolstoy
  143,243    106               12  kept     Romeo and Juliet
  143,076    154                7  kept     Lord Byron
  143,075     71               10  kept     Psycho (1960 film)
  142,895     56               11  REMOVED  James Baldwin
  142,828     43                9  kept     Power Rangers
  142,468     72                7  kept     Viola Davis
  142,427     89               15  REMOVED  Harry Potter and the Philosopher's Stone (film)
  142,368     98               10  kept     Kazuo Ishiguro
  142,240     72               12  kept     The Chronicles of Narnia
  142,183    161               10  kept     Thomas Aquinas
  142,034     76                7  kept     Occam's razor
  141,959     58                9  kept     The Imitation Game
  141,923     42               12  kept     The Texas Chain Saw Massacre
  141,815     94                7  kept     Coldplay
  141,814     48                9  REMOVED  Casino (1995 film)
  141,617     55               11  kept     Talking Heads
  141,595     47                9  kept     Scrubs (TV series)
  141,586     53                9  kept     Brooklyn Nine-Nine
  141,554     38                9  kept     Daenerys Targaryen
  141,378    149                9  kept     Noam Chomsky
  141,255     52               11  kept     Salem witch trials
  140,758    124                8  kept     Berlin Wall
  140,518     69                8  REMOVED  Norah Jones
  140,440     57                7  kept     Tool (band)
  140,304     34                9  kept     Persepolis (comics)
  140,253     53                3  kept     Nas
  139,980     67               12  kept     A Midsummer Night's Dream
  139,974    169                7  kept     Renaissance
  139,955     62               10  kept     Vertigo (film)
  139,854     39                9  REMOVED  Boogie Nights
  139,824     81                7  kept     Tangled
  139,704     40                8  kept     The Goonies
  139,297     54               10  kept     Full Metal Jacket
  139,248    140                9  kept     Easter Island
  139,154     66                6  kept     Cassandra
  139,046     79                9  kept     PlayStation 4
  138,987     80                6  REMOVED  Gene Kelly
  138,901     68               15  kept     Maslow's hierarchy of needs
  138,865     55               13  kept     Who Framed Roger Rabbit
  138,589    105                6  kept     Naruto
  138,405     74               14  kept     Star Wars: Episode I – The Phantom Menace
  137,880    127                9  REMOVED  Brigitte Bardot
  137,701     63                7  kept     Greta Gerwig
  136,975    100                9  kept     Frozen (2013 film)
  136,717     66               17  REMOVED  Guardians of the Galaxy (film)
