5326 candidates, 5079 kept

 views/60d  langs  letters  status           title
      5867     43        6  kept             AND gate
      5863     39       12  kept             Integer (computer science)
      5863     25       10  kept             Rational root theorem
      5858     53        9  kept             Mineral (nutrient)
      5853     73       10  kept             Tsung-Dao Lee
      5852     21        8  kept             Stellar parallax
      5840     41       10  kept             Symmetric matrix
      5832     42        8  kept             Stopwatch
      5828     28       10  kept             Color confinement
      5819     18        9  kept             Prior probability
      5807     12        9  kept             Tidal range
      5804     45       11  kept             Industrial robot
      5791     30       12  kept             Group velocity
      5786     59       13  kept             Interface (computing)
      5781     44       13  kept             Dimensionless quantity
      5774     66       10  kept             Luminous intensity
      5771     34       11  kept             Bisection method
      5770     27       12  kept             Subtractive color
      5761     36       12  kept             Cosmological principle
      5760     21        7  kept             Debye model
      5752     76        8  kept             Inclined plane
      5748     12       13  kept             Magnetic-tape data storage
      5743     26       13  kept             Discrete logarithm
      5742     32       12  kept             Self-organization
      5737     61        7  kept             Felix Klein
      5728     68       10  kept             Binary operation
      5726     37       12  kept             Helmholtz free energy
      5725     24        9  kept             Mantle (geology)
      5723     24       10  kept             Reliability engineering
      5717     26       13  kept             Deterministic finite automaton
      5715     31        7  kept             Einstein ring
      5712     50       10  kept             Faraday constant
      5707     45       10  kept             Tree (abstract data type)
      5702     30       12  kept             Michelson interferometer
      5702     41        7  kept             Total station
      5697     17       12  kept             Convex optimization
      5695     43       10  kept             Overfishing
      5690     29       11  kept             London dispersion force
      5689     58        9  kept             Irregular galaxy
      5689     26        7  kept             Morphism
      5687     37        6  kept             Ferrocene
      5685     13       12  kept             Duality (optimization)
      5685     17       13  kept             Exploratory data analysis
      5678     31        8  kept             Memory leak
      5677     10       11  kept             Shard (database architecture)
      5673     40        9  kept             RNA splicing
      5672     50       12  kept             Intermolecular force
      5669     27       13  kept             Degrees of freedom (mechanics)
      5669     34        8  kept             Stark effect
      5667     22       10  kept             Lempel–Ziv–Welch
      5664      3        7  kept             Anti-aliasing
      5664     28       12  kept             Particle in a box
      5660     30       10  kept             Curve fitting
      5654     36       12  kept             Phase velocity
      5648    109       13  kept             Inorganic chemistry
      5646     34        7  kept             Cooper pair
      5643     22       13  kept             Matching (graph theory)
      5642    121       10  kept             Class (taxonomy)
      5641     30       12  kept             Reproducibility
      5640     26        9  kept             Thermal paste
      5639     44       12  kept             Adaptive immune system
      5639     46       13  kept             Coordination complex
      5637     40        9  kept             Calibration
      5634     32       13  kept             Habitat destruction
      5633     30       13  kept             Degree of a polynomial
      5633     28        8  kept             Natural units
      5622     51       10  kept             Identity matrix
      5616     40        5  kept             Micelle
      5612     37        7  kept             Parity bit
      5611     24        9  kept             Reciprocal lattice
      5610     57       13  kept             Enthalpy of fusion
      5607     31       14  kept             Digital image processing
      5607     78        5  kept             Noise
      5601     39        9  kept             Racemic mixture
      5600     51        9  kept             Lemma (mathematics)
      5598     35       14  kept             Conditional (computer programming)
      5598     48        8  kept             Transverse wave
      5596     60        9  kept             Chromatin
      5595     33       13  kept             Fundamental group
      5591     84       11  kept             Pyramid (geometry)
      5586     62        7  kept             Speleology
      5581     30       11  kept             Gel electrophoresis
      5580     76        9  kept             Charles Messier
      5579     34       10  kept             Lewis acids and bases
      5562     34        8  kept             Smart grid
      5561     52       10  kept             Supergiant
      5558     16        9  kept             Branch and bound
      5558     34        8  kept             Quenching
      5557     75       11  kept             Celestial equator
      5543     36        7  kept             Exciton
      5529     19       10  kept             Coefficient of restitution
      5529     19        8  kept             Hill climbing
      5517     30        5  kept             Coset
      5514     57       12  kept             Polymerization
      5504     60       10  kept             Intersection (set theory)
      5503     46       11  kept             Environmental engineering
      5502     33       10  kept             Electrochemical cell
      5497     23       13  kept             Mass in special relativity
      5490     29       13  kept             Computational biology
      5486     35       14  kept             Knowledge representation and reasoning
      5485     12       12  roundup page     List of data structures
      5484     28       12  kept             Equipartition theorem
      5479     42       10  kept             Reducing agent
      5475     44       12  kept             Seafloor spreading
      5472     23       13  kept             Side effect (computer science)
      5471     33       11  kept             Texture mapping
      5470     18       14  kept             Cabibbo–Kobayashi–Maskawa matrix
      5468     45       10  kept             Thermionic emission
      5466      9       15  kept             Compartmental models (epidemiology)
      5465     63        9  kept             Nervous tissue
      5458      4       12  kept             Batch normalization
      5456     26       15  kept             Large-scale structure of the universe
      5455     54       11  kept             Acid–base reaction
      5452     36       15  kept             Deadlock (computer science)
      5452     32       11  kept             Multi-core processor
      5451     26       14  kept             Bandwidth (computing)
      5451     24       10  kept             Heine–Borel theorem
      5449     46       10  kept             Nanoparticle
      5437     39       15  kept             Robert Kahn (computer scientist)
      5433     39        7  kept             Machining
      5421      7       10  kept             Laser printing
      5419     34       13  kept             Abstraction (computer science)
      5418     34       12  kept             Surface integral
      5417     36        9  kept             Transitional fossil
      5408     45       10  kept             Countable set
      5404     72        7  kept             Nucleolus
      5401     65        9  kept             Richard Dedekind
      5400     62        7  kept             Histone
      5387     51        9  kept             Plasticity (physics)
      5386     57        9  kept             Radio galaxy
      5385     63        7  kept             Photosphere
      5383     37       13  kept             Demarcation problem
      5381     56       12  kept             Distributive property
      5377     65       13  kept             Suspension (chemistry)
      5369     25       11  kept             Lazy evaluation
      5361      6        8  kept             Edit distance
      5361     35        7  kept             Formal grammar
      5361     59        9  kept             Weather front
      5353     83        6  kept             Perimeter
      5352     18       10  kept             Farey sequence
      5349     65       14  kept             Developmental biology
      5340     31       13  kept             Divergent boundary
      5329     22       13  kept             IceCube Neutrino Observatory
      5329     19       10  kept             Quartic function
      5323     67        8  kept             Weber (unit)
      5320     24       13  kept             Privilege escalation
      5319     29       12  kept             Differentiation rules
      5317     54       11  kept             Activation energy
      5314     24       12  kept             Spin quantum number
      5311     25       12  kept             Quantum algorithm
      5310     37       14  kept             Fixed point (mathematics)
      5303     27        7  kept             Epitaxy
      5302     23       13  kept             Feigenbaum constants
      5300     36       16  kept             Divide-and-conquer algorithm
      5300     47       15  kept             Mount Wilson Observatory
      5291     32       13  kept             D'Alembert's principle
      5282     35       11  kept             Integral domain
      5270     61       10  kept             Elementary algebra
      5268     26       15  kept             Cauchy's integral theorem
      5258     16       13  kept             Distributed version control
      5252     48        8  kept             Gay-Lussac's law
      5251     27       10  kept             Radiation protection
      5249     43        9  kept             Lipid bilayer
      5248     50       12  kept             Complement (set theory)
      5245     67        6  kept             Sea breeze
      5242     31       10  kept             Quotient group
      5238     13        8  kept             Dependency hell
      5225     46       10  kept             Rutherford model
      5223     57       10  kept             Electrophoresis
      5203     38       14  kept             De revolutionibus orbium coelestium
      5192     33       12  kept             Concurrency (computer science)
      5189     76        8  kept             Line segment
      5188     37       15  kept             Cavendish Laboratory
      5185     36        7  kept             Namespace
      5183     25        7  kept             Regular language
      5180     33        9  kept             Long-term memory
      5179     28        9  kept             Backtracking
      5174     13        7  kept             Pipeline (Unix)
      5172     16       10  kept             Berkeley sockets
      5167     33       10  kept             Latency (engineering)
      5167     18       12  kept             Second quantization
      5159     29       10  kept             Associative array
      5153     19       13  kept             Lock (computer science)
      5150     15       13  kept             Undecidable problem
      5149     44       10  kept             Bolt (fastener)
      5149     25        7  kept             Gear train
      5147     57        9  kept             Down quark
      5144     64       11  kept             Chemical equilibrium
      5140     20       11  kept             Social choice theory
      5137     30       10  kept             Periodic trends
      5126     66       10  kept             Open cluster
      5125     48       12  kept             Longitudinal wave
      5121     39       11  kept             Deposition (phase transition)
      5120     63       11  kept             Chemical kinetics
      5119     61        7  kept             Freezing
      5119     38       12  kept             Friedel–Crafts reaction
      5117     30        8  kept             Grignard reagent
      5112     43       12  kept             Reflecting telescope
      5106     46        9  kept             Bubble chamber
      5104     23        9  kept             Debye length
      5103     39       15  kept             Brønsted–Lowry acid–base theory
      5101     37        7  kept             Motor neuron
      5097     43       14  kept             Computability theory
      5092     22       12  kept             Nuclear shell model
      5091      9       13  kept             Assignment problem
      5091     46        9  kept             SI derived unit
      5090     72        5  kept             Ammeter
      5090     34       14  kept             Lagrange's theorem (group theory)
      5089     38       11  kept             Interacting galaxy
      5086     30       11  kept             Forecasting
      5085     34        7  kept             Projector
      5082     22       14  kept             Clique (graph theory)
      5078     11       14  kept             Electron degeneracy pressure
      5078     14       12  kept             Symmetry breaking
      5073     62        9  kept             Kite (geometry)
      5065     28       11  kept             Extreme value theorem
      5064     25       10  kept             Shape-memory alloy
      5063     31       10  kept             Irreversible process
      5050     27       15  kept             Syntax (programming languages)
      5047     25       10  kept             Jahn–Teller effect
      5044     29        8  kept             Proof theory
      5037     77       13  kept             Jöns Jacob Berzelius
      5037     70       12  kept             Maurice Wilkins
      5036     16       10  kept             Redundancy (engineering)
      5034     43        9  kept             Linear independence
      5030     49       11  kept             Emission spectrum
      5017     64        9  kept             Nut (hardware)
      5010     43        9  kept             Bohr radius
      5004     37       10  kept             Instrumentalism
      5003     47        9  kept             Endocytosis
      5001     55       12  kept             Population genetics
      4998     26       10  kept             Condorcet paradox
      4997     43       10  kept             Network packet
      4987     29       13  kept             Multistage rocket
      4974     34       12  kept             Flight simulator
      4969     15       12  too specialist   Lock-in amplifier
      4969     11        8  kept             Pressure system
      4969     46        7  kept             Wave power
      4967     87       10  kept             Arthur Compton
      4958     70       10  kept             Rudolf Clausius
      4954     31        7  kept             Loudness
      4947     29        7  kept             Bell number
      4945     33        9  kept             Magnification
      4943     21        9  kept             Flow network
      4943      8       14  kept             Institutional review board
      4939     11       12  kept             Write-ahead logging
      4928     28       12  kept             Instruction pipelining
      4912     43       10  kept             Structural formula
      4910     21       15  kept             Isoperimetric inequality
      4904     43        8  kept             Contradiction
      4903     28       12  kept             Quadratic reciprocity
      4876     40       15  kept             Inheritance (object-oriented programming)
      4858     16        9  kept             Neutrino detector
      4856     35       16  kept             Galaxy formation and evolution
      4851     58        8  kept             Gauge boson
      4850     23       11  kept             Rotational symmetry
      4846     36       10  kept             Protein structure
      4841     28       11  kept             Larmor precession
      4838     62       12  kept             Metallic bonding
      4838     28       10  kept             Symmetry group
      4835     53       12  kept             Solid-state physics
      4828     18        8  kept             Bullet Cluster
      4827     38        9  kept             Lewis structure
      4825     69       12  kept             Chemical equation
      4814     22       12  kept             Combinatory logic
      4812     40        8  kept             Upwelling
      4793     21       10  kept             Polygon mesh
      4789     40        8  kept             Cold front
      4785     73       10  kept             Diophantus
      4782     21       11  kept             Intermediate representation
      4782     19       15  kept             Max-flow min-cut theorem
      4781     46       12  kept             Process (computing)
      4770     22       11  kept             Horizon problem
      4768     15       12  kept             Two envelopes problem
      4766     30       12  kept             Comment (computer programming)
      4761     13       11  kept             Piezoelectric sensor
      4751     18       10  kept             Network science
      4750     39        8  kept             Wheel and axle
      4737     31       10  kept             Statistical model
      4732     53        5  kept             Actin
      4716     47       10  kept             Descriptive statistics
      4708     17        9  kept             Collision detection
      4705     28        9  kept             Spanning tree
      4699     49       15  kept             Beaker (laboratory equipment)
      4698     16        9  kept             Null pointer
      4694     53       12  kept             Receptor (biochemistry)
      4694     38       10  kept             Self-similarity
      4689     58        8  kept             Luminescence
      4686     17       11  kept             Consensus (computer science)
      4682     44        8  kept             Filtration
      4679     60       10  kept             Parallel (geometry)
      4675     24        9  kept             Hasse diagram
      4675     30        7  kept             Order theory
      4673     53        6  kept             Cytosol
      4670     16       10  kept             Fibonacci heap
      4669     42       13  kept             Computer simulation
      4662     38        8  kept             Worm drive
      4660     37        9  kept             Error detection and correction
      4655     46       10  kept             Reverse transcriptase
      4655     93       11  kept             Robert Millikan
      4653     24       12  kept             Radiative forcing
      4650     22       11  kept             Orthonormal basis
      4649     44        9  kept             Blue giant
      4649     20       11  kept             Multivariate statistics
      4648     27        8  kept             Fermi energy
      4646     46       12  kept             Exposure (photography)
      4643     26        9  kept             Positron emission
      4639     50       11  kept             DNA polymerase
      4637     28        9  kept             Fission (biology)
      4630     23        8  kept             Galaxy merger
      4627     17       11  too specialist   Bias of an estimator
      4613     10        9  kept             Governor (device)
      4612     50       13  kept             Directory (computing)
      4608     82       11  kept             Élie Metchnikoff
      4606     19       11  kept             Path (computing)
      4604     13        8  kept             Random seed
      4602     31       10  kept             Incircle and excircles
      4598     30       10  kept             Convergent series
      4592     39       10  kept             Extrapolation
      4590     48        9  kept             Water turbine
      4588     32       10  kept             Memory paging
      4581     29        7  kept             Fume hood
      4580     38        9  kept             Molecular clock
      4578     45       11  kept             Optical aberration
      4575     30       10  kept             Biomagnification
      4574     26       11  kept             Boolean function
      4574     11       10  kept             Engineering design process
      4572     33       12  kept             Signal transduction
      4566     54       11  kept             Paleoclimatology
      4565     19       10  kept             Acoustic resonance
      4565     85       13  kept             Nikolai Lobachevsky
      4558     41       14  kept             Analytic number theory
      4557     61       10  kept             Gilbert N. Lewis
      4555     47       13  kept             Cofactor (biochemistry)
      4553     19       10  kept             Context switch
      4552     43       13  kept             Quantifier (logic)
      4549     28       14  kept             Gravitational redshift
      4549     50       11  kept             Zero of a function
      4546     11       11  kept             Persistent data structure
      4543     49        9  kept             Astrophotography
      4538     22       15  kept             Multithreading (computer architecture)
      4530     43        9  kept             Selection sort
      4529     20       16  kept             Ford–Fulkerson algorithm
      4529     31       14  kept             Universal quantification
      4522     38       11  kept             Common logarithm
      4519     22        9  kept             Integration testing
      4519     33        7  kept             Rock cycle
      4514     28        9  kept             Fine structure
      4505     23        9  kept             Image segmentation
      4498     24       11  kept             Parabolic reflector
      4497     29       12  kept             Electric potential energy
      4495     42       11  kept             Multiple integral
      4494     45        9  kept             Microclimate
      4490     21       13  kept             Continuous delivery
      4475     36       11  kept             Allopatric speciation
      4474     15       12  kept             Flatness problem
      4474     11        5  kept             Jet Age
      4474     22       10  kept             Mechanism design
      4471     37        6  kept             OR gate
      4467     30       12  kept             Thermal efficiency
      4465     20        9  kept             Contact process
      4454     19        7  kept             Zygosity
      4451     27       10  kept             Quadratic residue
      4446     68        9  kept             Avogadro's law
      4444     29       13  kept             Existential quantification
      4434     20       13  kept             Hidden-variable theory
      4432     26       12  kept             Computational science
      4432     25       15  kept             Numerical weather prediction
      4431     13        9  kept             Stellar corona
      4430     42       12  kept             Resonance (chemistry)
      4428     35       15  kept             Standard enthalpy of formation
      4422     60        9  kept             Dark nebula
      4416     14       12  too specialist   Small-world network
      4416     30        7  kept             Stop codon
      4415     69       10  kept             Konstantin Novoselov
      4411     21       13  kept             Computational complexity
      4397     64        7  kept             Rainer Weiss
      4396     21       15  kept             Callback (computer programming)
      4396     51       15  kept             Computational chemistry
      4388     48       11  kept             Restriction enzyme
      4387     29       12  kept             Rydberg formula
      4384     50        5  kept             Oncogene
      4382     28        9  kept             Physics engine
      4380     88        6  kept             Nucleon
      4377     69       12  kept             Apollonius of Perga
      4377     12       12  kept             Doubly linked list
      4370     39       13  kept             Molecular orbital theory
      4364     26       13  kept             Computable function
      4357     27        9  kept             Lift-to-drag ratio
      4353     37       10  kept             Seymour Papert
      4345     60        9  kept             Alain Aspect
      4345     15       14  kept             Evolutionary game theory
      4345     32       11  kept             Newtonian telescope
      4345     49        9  kept             Ribosomal RNA
      4341     52       10  kept             Locus (genetics)
      4332     43       12  kept             Translation (geometry)
      4331     57       10  kept             Anton Zeilinger
      4331     31       13  kept             Linker (computing)
      4329     32        9  kept             Optical rotation
      4328     43       11  kept             Effective temperature
      4328      4       10  kept             X-ray machine
      4326     18       13  kept             Interchangeable parts
      4324     31       11  kept             Database transaction
      4319     33       11  kept             Stimulated emission
      4317     27       11  kept             Anonymous function
      4310     28       11  kept             Image compression
      4309     19       15  kept             Boyer–Moore string-search algorithm
      4308     52        5  kept             Test tube
      4302     56       10  kept             Weather station
      4294     53        9  kept             Calorimeter
      4294     48        6  kept             Collision
      4292     15        7  kept             Segment tree
      4290     26       13  kept             Nondeterministic finite automaton
      4289     41       10  kept             Overclocking
      4285     36        9  kept             Authorization
      4279     25       10  kept             Science communication
      4278     72       11  kept             Giovanni Domenico Cassini
      4278     33       12  kept             Search algorithm
      4272     17       11  kept             Out-of-order execution
      4270     16        8  too specialist   Ultimatum game
      4266     35       10  kept             Crystal habit
      4262     62        8  kept             Anabolism
      4259     49        8  kept             Sophus Lie
      4255     22        9  kept             Sampling bias
      4253     44        6  kept             Myosin
      4246     46        8  kept             Photoresistor
      4244     25       15  kept             Journaling file system
      4243     19       16  kept             Mathematics of paper folding
      4231     32       14  kept             Equilibrium constant
      4227     17       11  too specialist   Stability theory
      4226     58       10  kept             Herd immunity
      4216     21       11  kept             Kepler conjecture
      4212     24        9  kept             Foreign key
      4211     44        5  kept             Larry Wall
      4206     42       14  kept             Spherical geometry
      4188     16        9  kept             Factor of safety
      4179      8       10  too specialist   Dennard scaling
      4178     18       12  kept             Franck–Condon principle
      4178     21       12  kept             Higher-order function
      4177     98        9  kept             Climatology
      4171     37       11  kept             Nuclear isomer
      4170      9       12  kept             Relation (mathematics)
      4170     40       11  kept             Wilson's theorem
      4169     52        7  kept             Octet rule
      4169     31       11  kept             Yukihiro Matsumoto
      4166     15       10  kept             Reference counting
      4166     26       10  kept             Wittig reaction
      4159     51       10  kept             Emission nebula
      4158     32       13  kept             Okazaki fragments
      4157     17       11  kept             Data deduplication
      4154     38        6  kept             Pi bond
      4152     75       11  kept             Shin'ichirō Tomonaga
      4151     20       11  too specialist   Servomechanism
      4146     18       11  kept             Circular dichroism
      4141      8        6  too specialist   Hash chain
      4139     19       12  kept             Longest common subsequence
      4134     40        9  kept             Nuclear engineering
      4131     53       11  kept             John Clauser
      4130     15        7  too specialist   Inference engine
      4118     21       10  kept             Fault tolerance
      4110     23       14  kept             Atanasoff–Berry computer
      4110     81       11  kept             Electrical network
      4105     20       12  kept             Cook–Levin theorem
      4105     45       14  kept             Organometallic chemistry
      4104     42       11  kept             Inscribed angle
      4100     36       10  kept             Ground state
      4097     17        8  kept             Inverted index
      4096     88        9  kept             Euclidean plane
      4096     39       10  kept             PH indicator
      4089     19       12  kept             Cassegrain reflector
      4087     25       13  kept             Boundary value problem
      4080     52        7  kept             Cube root
      4080     14       13  too specialist   Hyperparameter (machine learning)
      4077     18       12  roundup page     Glossary of graph theory
      4072     36       14  kept             Thin-layer chromatography
      4061     55       11  kept             Similarity (geometry)
      4055     46        6  kept             Rod cell
      4052     19       13  kept             Collaborative filtering
      4035     82        9  kept             Pyotr Kapitsa
      4032     65        9  kept             Friedrich Wöhler
      4030     33        9  kept             Photic zone
      4029     42       11  kept             Active transport
      4023     18       10  too specialist   Nonstandard analysis
      4022     32        8  kept             Estimator
      4013     29        8  kept             Lac operon
      4012     47       13  kept             W. M. Keck Observatory
      4010     18        7  too specialist   Page table
      3995     21        9  kept             Bucket sort
      3982     36       10  kept             Bioaccumulation
      3972     23       11  kept             Superheating
      3967     40       15  kept             Animal embryonic development
      3967     39       11  kept             Inverter (logic gate)
      3964     42        8  kept             Phototropism
      3963     18       13  too specialist   Astronomical naming conventions
      3963     23       12  kept             Endothermic process
      3962     24       11  kept             Scintillation counter
      3956     32        9  kept             Statistical classification
      3951     11       11  too specialist   Fixed-point iteration
      3950     53       11  kept             Class (programming)
      3950     25        9  kept             Counting sort
      3947     47       11  kept             Biogeochemical cycle
      3946     25       12  kept             Complexity class
      3945     38        9  kept             Color index
      3941     38       12  kept             Doubling the cube
      3940     23       13  kept             Crystal field theory
      3936     26       10  kept             Cavalieri's principle
      3934     19       13  kept             Derivative (multivariable calculus)
      3931     11       10  too specialist   Information content
      3930     81        6  kept             Alkyne
      3926     26        7  kept             Stereoisomerism
      3914     32        7  kept             Closed set
      3911     17       14  kept             Recombination (cosmology)
      3903      7       14  too specialist   Matrix multiplication algorithm
      3895     26       12  kept             Graph (abstract data type)
      3894     22        8  kept             Reionization
      3890     27       11  kept             Measurement uncertainty
      3889     13        9  too specialist   Mountain formation
      3884     22       11  kept             Cayley's theorem
      3882     38       11  kept             Improper integral
      3874     60       15  kept             Displacement (geometry)
      3871     33        9  kept             Heritability
      3870     88        4  kept             Wedge
      3868     32       11  kept             Blinded experiment
      3861     28       10  kept             Combinational logic
      3858     53       10  kept             Plant hormone
      3857     13       12  too specialist   Schottky barrier
      3853     23       13  kept             Probability amplitude
      3853     48       10  kept             RNA polymerase
      3853     17       12  too specialist   Root-finding algorithm
      3849     22        8  too specialist   Rewilding
      3846     77       10  kept             Dynamics (mechanics)
      3846     16       17  kept             Euler's equations (rigid body dynamics)
      3832     16        8  too specialist   Failure rate
      3830     42        6  kept             T Tauri star
      3829     28       12  kept             Acoustic impedance
      3826     32        9  kept             Ferroelectricity
      3820     31        9  kept             Dislocation
      3818     37       13  kept             Valence bond theory
      3814     35        8  kept             Secant line
      3812     81       13  kept             Transplantation (medicine)
      3801     39        6  kept             Homothety
      3795     35        8  too specialist   Tunnel diode
      3794     34       11  kept             Enzyme inhibitor
      3789     31       10  kept             Additive color
      3787     32        7  kept             Shellsort
      3779     21        8  kept             Code review
      3771     60       10  kept             Annie Jump Cannon
      3771     50        9  kept             Arthur Cayley
      3767     15       11  kept             Immutable object
      3761     16       12  kept             Scale-free network
      3759     22        9  too specialist   Z-buffering
      3754     68       10  kept             Sheldon Glashow
      3752     30       10  kept             North Atlantic oscillation
      3750     35       11  kept             Vertex (graph theory)
      3749     19       11  kept             Permutation group
      3749     23        9  too specialist   Sputtering
      3748     14       12  kept             Quantum eraser experiment
      3744     24       10  too specialist   Ellipsometry
      3742     31       11  kept             Centrifugation
      3737     16       10  kept             Selection rule
      3733     24       10  kept             Lubrication
      3727     19       12  kept             Microstate (statistical mechanics)
      3723     26       12  kept             Freezing-point depression
      3723     13       18  kept             MIT Computer Science and Artificial Intelligence Laboratory
      3713     39        8  kept             Memory address
      3711     28       12  kept             Frequency analysis
      3710     31        8  kept             Four-vector
      3700     38       13  kept             Computational physics
      3687     44       14  kept             Conservation biology
      3683     13       13  kept             Row and column spaces
      3680     21        9  kept             Sterile neutrino
      3678     54       11  kept             Angular acceleration
      3673     43        8  kept             Excited state
      3668     30        9  kept             Divergent series
      3667     44        7  kept             Bolometer
      3666     48        8  kept             Reaction rate
      3663     15       13  kept             Modular exponentiation
      3651     32       11  kept             Frequency response
      3650     43       11  kept             Corpus linguistics
      3646     70        5  kept             Statics
      3646     48       11  kept             Titius–Bode law
      3644     21       13  kept             Active-pixel sensor
      3642     24        9  kept             Superscalar processor
      3641     21       13  kept             Separation of variables
      3640     36        9  kept             Scientific consensus
      3634     23       11  kept             Uranium–lead dating
      3624     20       15  kept             Electromagnetic wave equation
      3623      9       10  too specialist   Coin problem
      3614     39       11  kept             Affine geometry
      3614     29        9  kept             Clock signal
      3605     11        9  too specialist   Barnsley fern
      3602     66       10  kept             Hydrostatics
      3596     37       13  kept             Exception handling
      3594     30       11  kept             Rotation (mathematics)
      3592     27        7  kept             Reflex arc
      3590     38        9  kept             Normal force
      3589     49        8  kept             Decomposer
      3587     43       15  kept             Horizontal coordinate system
      3587     16       12  too specialist   Semi-empirical mass formula
      3584     40        9  kept             Nucleophile
      3571      9       10  kept             Pedigree chart
      3570     17       13  kept             Gravitational microlensing
      3569     16        9  too specialist   Feature engineering
      3568     61        8  kept             Peroxisome
      3566     20       11  kept             Operator (physics)
      3561     41       10  kept             Ceva's theorem
      3561     33        9  kept             Group homomorphism
      3558     19        7  kept             Cache coherence
      3558     54       11  kept             Paleoanthropology
      3554     44       13  kept             Limit of a sequence
      3552     43       10  kept             Chromosomal crossover
      3551     44        9  kept             Scalar (physics)
      3541     34        5  kept             Allen Newell
      3540     18       11  kept             Adjacency list
      3526     54        8  kept             Number line
      3520     54       10  kept             Circular sector
      3516     18       11  kept             Free body diagram
      3515     12        9  kept             Packet loss
      3509     25       13  kept             Critical point (mathematics)
      3501     34        6  kept             Corollary
      3500     16       15  kept             Noisy-channel coding theorem
      3500     20       13  kept             Radius of convergence
      3494     35        5  kept             Ice core
      3491     14        8  too specialist   Fiber laser
      3487     20       12  kept             Stack overflow
      3487     36        8  kept             Tissue engineering
      3485     21       10  kept             Aldol reaction
      3484     19       12  kept             Optimization problem
      3478     14        8  too specialist   Landau levels
      3477     20       12  too specialist   Classification of discontinuities
      3476     31       11  kept             Optical spectrometer
      3467     35        8  kept             Cube (algebra)
      3461     27       11  kept             Laboratory glassware
      3457     21       12  too specialist   Photodisintegration
      3454     18       15  kept             Radiosity (computer graphics)
      3453     17        7  too specialist   Stag hunt
      3449     20       14  kept             Change of variables
      3449     23        7  kept             Sensory neuron
      3448     38        8  kept             Gas exchange
      3447     21        5  acronym only     PSPACE
      3436     24        7  too specialist   Diagnosis
      3435     25        9  kept             Rate equation
      3434     13        3  acronym only     BQP
      3433     40       11  kept             Earthquake engineering
      3432     76        7  kept             Melting
      3431     12        8  too specialist   Poincaré map
      3430     37       12  kept             Ecological pyramid
      3427     31       13  kept             Ancient Greek astronomy
      3427     46        9  kept             Electric flux
      3422     16       11  too specialist   Model checking
      3422     22        7  kept             Transgene
      3418     33       10  kept             Engineering tolerance
      3416     27        7  kept             Surface area
      3415     13       12  too specialist   Optimizing compiler
      3411      4       13  kept             Valence and conduction bands
      3406     26        9  kept             Loop (statement)
      3405     35       10  kept             Uncountable set
      3400     18       14  kept             Superconducting magnet
      3400     44       13  kept             Thermodynamic cycle
      3399     27        3  kept             Goto
      3397     84       11  kept             Wilhelm Ostwald
      3396     31        9  kept             Diastereomer
      3396     42        7  kept             Sample space
      3391     20       10  kept             Global illumination
      3389     49       12  kept             Geometrical optics
      3386     15       11  kept             Drug discovery
      3383     14       14  kept             Acute and obtuse triangles
      3368     49        8  kept             Freezing rain
      3366     34       11  kept             Molecular geometry
      3365     14        8  too specialist   Hash collision
      3361     51        7  kept             Gene flow
      3358     37       11  kept             Angle trisection
      3350     77        8  kept             Mass number
      3342     31       10  kept             Keeling Curve
      3340     55       11  kept             Solid geometry
      3333     23        7  kept             Orthocenter
      3310     37       14  kept             Volumetric flask
      3309     46       11  kept             Radial velocity
      3305     35       14  kept             Computer-aided manufacturing
      3303     18       13  too specialist   Rabin–Karp algorithm
      3301     23       12  too specialist   Semantic network
      3298     30        7  kept             Ratio test
      3290     41        9  kept             Weather satellite
      3288     43       11  kept             Relative atomic mass
      3283     46       13  kept             Object (computer science)
      3281     79       11  kept             Robert Woodrow Wilson
      3278     38       15  kept             Absorption (electromagnetic radiation)
      3277     20        9  kept             Memory hierarchy
      3272     28        5  kept             P wave
      3269     33        8  kept             Soil horizon
      3264     52       11  kept             Amicable numbers
      3264     51       12  kept             Isothermal process
      3259      9       11  kept             Auction theory
      3259     34        9  kept             Gravimetry
      3238     33        8  kept             Control unit
      3233     50        8  kept             Identity element
      3229     38        9  kept             Cylinder (engine)
      3225     37       11  kept             Grid computing
      3212     40        9  kept             Cytokinesis
      3211     34       16  kept             Vulnerability (computer security)
      3207     37        7  kept             Fracture
      3206     26       12  kept             Absorption spectroscopy
      3204     32       13  kept             Marie-Anne Paulze Lavoisier
      3200     19        8  kept             Double-ended queue
      3190     23       12  too specialist   Field electron emission
      3184     16       12  kept             Producer–consumer problem
      3178     45       11  kept             Green chemistry
      3177     91       15  kept             Jacobus Henricus van 't Hoff
      3176     76        9  kept             Walter Brattain
      3174     41        8  kept             Usability
      3158     18        8  too specialist   Ladder paradox
